Status,Site,Hostname,Type,Last User,OS,Serial Number,Description,Last Seen,MAC Address(es),Device CPU
Online,CRMC,CRMCMC260,Desktop,CRMC\m.garcia1,Microsoft Windows 10 Pro 10.0.19045,GWB6H63,CRMCMC260,2025-03-26T23:48:46Z,"A4:BB:6D:4D:47:FF, A4:B1:C1:42:F6:A8, A4:B1:C1:42:F6:AC, A6:B1:C1:42:F6:A8",Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz
Online,CRMC,CRMCMC262,Desktop,CRMC\o.atkinson,Microsoft Windows 11 Pro 10.0.26100,GW98H63,CRMCMC262,2025-03-26T23:48:46Z,"A4:B1:C1:43:62:2D, A4:BB:6D:4D:4E:06, 38:A2:8C:66:69:8F, A4:B1:C1:43:62:31",Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz
Online,CRMC,CRMCMC265,Desktop,CRMC\j.Matias,Microsoft Windows 10 Pro 10.0.19045,7QB4V62,CRMCMC265,2025-03-26T23:48:46Z,64:00:6A:66:59:F6,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz
Online,CRMC,CRMCMC291,Desktop,CRMC\m.high,Microsoft Windows 10 Pro 10.0.19045,CWNXV23,CRMCMC291,2025-03-26T23:48:46Z,"A4:BB:6D:A5:9A:29, 4C:EB:BD:08:3A:A4, 4C:EB:BD:08:3A:A3",Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz
Online,CRMC,CRMCMC299,Desktop,CRMC\k.garcia,Microsoft Windows 10 Pro 10.0.19045,32580M2,CRMCMC299,2025-03-26T23:48:46Z,"14:EB:B6:A9:72:F1, 14:B3:1F:22:51:63",Intel(R) Core(TM) i5-7500T CPU @ 2.70GHz
Online,CRMC,CRMCMC305,Desktop,CRMC\S.Standlee,Microsoft Windows 10 Pro 10.0.19045,CWYZV23,CRMC023,2025-03-26T23:48:46Z,"A4:BB:6D:A2:D6:4F, 4C:EB:BD:08:5D:49, 4C:EB:BD:08:5D:4A",Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz
Online,CRMC,CRMCMC309,Desktop,CRMC\s.kolach,Microsoft Windows 10 Pro 10.0.19045,MJ05NMHA,CRMCMC309,2025-03-26T23:48:46Z,"00:23:24:E6:CD:FE, C8:3D:D4:6A:B4:53, C8:3D:D4:6A:B4:54","AMD PRO A10-9700E R7, 10 COMPUTE CORES 4C+6G   "
Offline,CRMC,crmcmc313,Desktop,CRMC\a.gonzalez1,Microsoft Windows 10 Pro 10.0.19045,32BF0M2,crmcmc313,2025-02-13T00:07:27Z,14:B3:1F:22:51:3D,Intel(R) Core(TM) i5-7500T CPU @ 2.70GHz
Online,CRMC,crmcmc314,Desktop,CRMC\r.requioma,Microsoft Windows 10 Pro 10.0.19045,DR2HJV2,crmcmc314,2025-03-26T23:48:46Z,"6C:2B:59:D4:66:89, 98:2C:BC:19:E1:AA",Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz
Online,CRMC,CRMCMC315,Desktop,CRMC\l.garcia,Microsoft Windows 10 Pro 10.0.19045,1G0HRR2,CRMCMC315,2025-03-26T23:48:46Z,"DC:A2:66:6A:90:4B, DC:A2:66:6A:90:4C, 54:BF:64:86:E4:BD",Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz
